SNP	gene	p_value	FDR	q_value
gBR08	MEI4	9.80782023660563E-05	0.0297389154	0.0270057154
AIM22	ORC2	0.000098087	0.0297400771	0.0270067704
PRM4	YPL109C	9.80985427673945E-05	0.0297420703	0.0270085804
YBR162W	PEX29	9.81086647565661E-05	0.0297427387	0.0270091874
RFA3	MAK31	9.81106831582727E-05	0.0297427387	0.0270091874
TGL2	RPS13	9.81163833524764E-05	0.0297429607	0.0270093889
RTN1	MDJ1	9.81575991703863E-05	0.0297515176	0.0270171594
IRA2	YMR291W	0.000098163	0.0297515176	0.0270171594
DUN1	YDL086W	9.81637487977817E-05	0.0297515176	0.0270171594
gCL01	PAP1	9.81644882784271E-05	0.0297515176	0.0270171594
YJL181W	HSP150	9.8187671127391E-05	0.0297555706	0.0270208399
PRE3	CTK2	9.8187801160499E-05	0.0297555706	0.0270208399
KTR4	STB3	9.82277378314965E-05	0.0297661666	0.0270304621
STI1	GPM3	9.82451950320958E-05	0.0297688641	0.0270329116
gJL02	DNF2	9.82465839163102E-05	0.0297688641	0.0270329116
gOL02	BSC2	9.82533892544674E-05	0.0297694195	0.027033416
RAD51	IDH2	0.000098262	0.0297705124	0.0270344085
TYR1	NMD3	9.82712623818476E-05	0.0297713987	0.0270352133
YNL040W	YPR011C	9.82748395098773E-05	0.0297713987	0.0270352133
ECM31	DBP2	9.82831382429124E-05	0.02977199	0.0270357502
RED1	FOL3	9.82867369481211E-05	0.02977199	0.0270357502
GSY2	DNF1	9.83043768220555E-05	0.0297758268	0.0270392344
NAL009W	BSC1	9.8310767699875E-05	0.0297762561	0.0270396243
TAF5	RTT10	9.83158982493978E-05	0.0297763037	0.0270396675
IRC8	ORC2	9.83355947555949E-05	0.0297807625	0.0270437165
HEM1	MDJ1	9.83712940241477E-05	0.029788049	0.0270503333
YLR311C	YLR050C	9.83730578741089E-05	0.029788049	0.0270503333
BDF1	OPY2	9.8374580813186E-05	0.029788049	0.0270503333
DUR3	INP52	9.83981655040273E-05	0.0297936836	0.0270554501
COG6	DHH1	9.84181388105884E-05	0.0297982242	0.0270595734
RRP12	PSY2	9.84408719902525E-05	0.0298020929	0.0270630865
RQC2	PSY2	9.84408719902525E-05	0.0298020929	0.0270630865
YNL115C	MRPL23	9.84727849325543E-05	0.0298091821	0.0270695242
NBR031C	BUD20	9.84742465888765E-05	0.0298091821	0.0270695242
gOL02	CAF130	9.84885695123261E-05	0.0298120105	0.0270720926
NBR038W	DBP3	9.8504452171145E-05	0.0298143978	0.0270742605
TRM10	YJR096W	9.85064159691993E-05	0.0298143978	0.0270742605
YAL064W	BSC1	9.85181533004691E-05	0.0298164429	0.0270761176
MDY2	MDH1	9.85301535023717E-05	0.0298185674	0.0270780469
gBR08	IFH1	9.85407554447425E-05	0.0298202685	0.0270795917
VPS63	DDC1	9.85502670955682E-05	0.0298216396	0.0270808367
FET3	KAR3	9.85675970919925E-05	0.0298244375	0.0270833775
NNL035W	EBS1	9.85694763798723E-05	0.0298244375	0.0270833775
YBR138C	TYR1	9.85876089316268E-05	0.0298272811	0.0270859598
MUD1	RIM11	9.85925756329051E-05	0.0298272811	0.0270859598
gCR02	TMT1	0.000098597	0.0298272811	0.0270859598
SUL2	NOP16	9.85995844941451E-05	0.0298272811	0.0270859598
MOG1	YGR273C	9.86037845011819E-05	0.0298272811	0.0270859598
STE50	ALT1	0.000098625	0.0298321875	0.0270904153
SMY2	PUS7	9.86390741773888E-05	0.0298349413	0.0270929159
YMR084W	RIM4	9.8661605312054E-05	0.0298402486	0.0270977355
SLM4	p1	0.000098689	0.0298470248	0.0271038889
SLI15	CSH1	9.86980767881965E-05	0.0298482637	0.0271050139
MPD2	ADE5                                                                        ,7	9.87244934520937E-05	0.0298547446	0.0271108992
YGR017W	GSC2	9.87533352466383E-05	0.0298599077	0.0271155878
ILV6	XDJ1	9.87643458921559E-05	0.0298599077	0.0271155878
NLR118C	YLR232W	9.87646461078242E-05	0.0298599077	0.0271155878
NBR034W	RPA190	9.8766504238805E-05	0.0298599077	0.0271155878
NBR035W	RPA190	9.8766504238805E-05	0.0298599077	0.0271155878
CRZ1	RSM28	0.000098779	0.029862188	0.0271176584
DUR1                                                                             ,2	DUS3	9.87934287384412E-05	0.0298627514	0.0271181701
PHO85	BOI2	0.000098798	0.0298627514	0.0271181701
YLR235C	RRP6	0.000098799	0.0298627514	0.0271181701
YPQ1	THR4	9.88008498656762E-05	0.0298627514	0.0271181701
RFC4	YPR091C	9.88434499661315E-05	0.0298741192	0.0271284931
YOL106W	GPX1	9.88728882717391E-05	0.0298813849	0.027135091
gNL07	LST8	9.88775113572548E-05	0.0298813849	0.027135091
SLI15	MAK11	9.8882462751511E-05	0.0298813849	0.027135091
YPQ1	TPS2	9.89012438895662E-05	0.0298855519	0.0271388751
YCR041W	SNZ1	9.8911489813586E-05	0.0298871395	0.0271403168
MLF3	YDR506C	9.89258377183682E-05	0.0298886754	0.0271417115
TCB3	YAL045C	9.8931549715923E-05	0.0298886754	0.0271417115
COG8	YAL045C	9.8931549715923E-05	0.0298886754	0.0271417115
TYR1	SGD1	9.89520805057361E-05	0.0298933696	0.0271459743
NBR041W	CAJ1	9.89874444691862E-05	0.0299023031	0.0271540867
NNL013C	AIM30	9.89916410014567E-05	0.0299023031	0.0271540867
MOG1	MNS1	9.9020900968646E-05	0.0299085392	0.0271597497
PCH2	TSR1	9.9022276750189E-05	0.0299085392	0.0271597497
TUM1	DAL1	9.90458544965786E-05	0.0299141514	0.0271648461
NLR118C	VPS70	9.90675777490366E-05	0.0299192031	0.0271694335
YML089C	FAR1	0.000099111	0.0299301111	0.027179339
YJL021C	IRC18	9.91176485946787E-05	0.0299301111	0.027179339
KTR4	YOR287C	9.91186937091033E-05	0.0299301111	0.027179339
YML079W	YAL045C	0.000099149	0.0299377541	0.0271862796
MCM7	BSC2	0.000099179	0.0299452937	0.0271931262
RPI1	PMP2	9.92145714051706E-05	0.0299532163	0.0272003207
IRA2	TAH18	9.92152225505675E-05	0.0299532163	0.0272003207
YNL035C	FIT3	9.92962545455587E-05	0.0299746569	0.0272197908
NNL004W	FIT3	9.92962545455587E-05	0.0299746569	0.0272197908
YOR292C	DAL1	9.93141978319046E-05	0.0299785619	0.0272233369
CDA2	SHE2	9.93479394780816E-05	0.0299872113	0.0272311913
TIP1	UBX3	9.9352869066133E-05	0.0299872113	0.0272311913
RFC2	CAP1	9.93907881229116E-05	0.0299966438	0.0272397569
DIG1	RMI1	9.93941414040177E-05	0.0299966438	0.0272397569
PCS60	VTS1	9.94023024669203E-05	0.0299975947	0.0272406204
NBR016C	RPL12A	0.000099422	0.0300020166	0.027244636
PGI1	DFM1	9.94271959941348E-05	0.0300020825	0.0272446957
RTN1	DPL1	9.94363158676499E-05	0.0300033222	0.0272458215
OAF1	CLN3	9.94800543414034E-05	0.0300133566	0.0272549337
GEM1	CLN3	9.94800543414034E-05	0.0300133566	0.0272549337
PTC5	GCR1	9.94846108945206E-05	0.0300133566	0.0272549337
GPA2	IRR1	9.95005266912277E-05	0.0300166457	0.0272579205
gOL02	n1	9.95306534565428E-05	0.0300242212	0.0272647998
gCR02	MET10	9.95557948069149E-05	0.0300302922	0.0272703128
YBR064W	YER152C	9.95788271096225E-05	0.0300357265	0.0272752476
NBR050C	MNN1	9.9604623540544E-05	0.0300419939	0.027280939
gML01	ERV14	9.96506991285481E-05	0.0300543768	0.0272921838
REX4	CCT2	9.96558798600972E-05	0.0300544253	0.0272922279
PCH2	PRS3	9.96622848385426E-05	0.0300548429	0.0272926072
gOL02	OAZ1	9.96723571306693E-05	0.0300555554	0.0272932542
LEU2	SLS1	9.96746877597578E-05	0.0300555554	0.0272932542
MDY2	IRC6	9.97148605456928E-05	0.0300661547	0.0273028793
YCL023C	POS5	9.97302417563109E-05	0.0300688264	0.0273053055
NJR009W	YJR056C	9.97337659627675E-05	0.0300688264	0.0273053055
RIM2	UTP22	9.97776960124697E-05	0.0300805561	0.0273159572
YLR269C	BNA5	9.97922944474481E-05	0.0300834424	0.0273185781
SUN4	GAA1	9.98002429062057E-05	0.0300843237	0.0273193784
SUN4	YPR1	0.000099859	0.0301005201	0.0273340863
NER016C	YBR284W	9.9924076497683E-05	0.0301166655	0.0273487478
MED2	BSC1	9.99276486726555E-05	0.0301166655	0.0273487478
ELO1	THI13	9.99276533110957E-05	0.0301166655	0.0273487478
NBR043C	ERG24	9.99424908359702E-05	0.0301185	0.0273504137
NBR051C	TOP1	9.99438014520088E-05	0.0301185	0.0273504137
IME1	MOG1	9.99578823159418E-05	0.0301197112	0.0273515136
JJJ3	MOG1	9.99578823159418E-05	0.0301197112	0.0273515136
RAD4	ECM34	0.0001000227	0.0301377328	0.027367879
MLF3	YKL169C	0.0001000279	0.0301377757	0.0273679178
STE50	YGL059W	0.0001000346	0.0301382721	0.0273683686
RFC4	TFS1	0.0001000664	0.0301463264	0.0273756827
YBR226C	YMR290W-A	0.0001000796	0.0301486412	0.0273777848
PCS60	ASH1	0.000100089	0.0301486412	0.0273777848
NNL012W	FMC1	0.0001000891	0.0301486412	0.0273777848
MLF3	MRPL51	0.0001001383	0.030161946	0.0273898668
YBR032W	CBP3	0.0001001647	0.0301675896	0.0273949916
LEU2	LOT6	0.0001001672	0.0301675896	0.0273949916
MUD1	IKI1	0.0001001737	0.0301680359	0.027395397
YRO2	YSW1	0.0001001993	0.0301742178	0.0274010107
HAL9	SOL4	0.0001002134	0.0301769728	0.0274035125
YCL022C	YCK3	0.000100231	0.0301807414	0.0274069347
TAT1	GDA1	0.0001002899	0.0301945661	0.0274194888
YBR162W	SIK1	0.0001002901	0.0301945661	0.0274194888
CCZ1	BSC2	0.000100292	0.0301945661	0.0274194888
NBR016C	RPL36B	0.0001002978	0.0301947788	0.027419682
SVL3	ARG3	0.0001003263	0.0302005708	0.0274249417
gJL06	MRP1	0.0001003271	0.0302005708	0.0274249417
KTR5	DHH1	0.0001003632	0.0302098999	0.0274334134
gOL01	ENB1	0.0001003715	0.0302109061	0.0274343271
NBR016C	LIA1	0.0001003787	0.0302115353	0.0274348985
YLR257W	PAU20	0.0001003901	0.0302134614	0.0274366476
UBP5	SKS1	0.0001004179	0.0302202952	0.0274428533
SHU1	SOK2	0.0001004436	0.0302265043	0.0274484917
YOR029W	TGL5	0.0001004739	0.0302319375	0.0274534256
YAL064W	YDR056C	0.0001004759	0.0302319375	0.0274534256
YCL026C	DMA2	0.0001004768	0.0302319375	0.0274534256
CDC3	YEL033W	0.0001004953	0.0302328925	0.0274542928
NKL001C	BYE1	0.0001004957	0.0302328925	0.0274542928
NBR034W	ATX2	0.0001005051	0.0302328925	0.0274542928
NBR035W	ATX2	0.0001005051	0.0302328925	0.0274542928
NAL013C	NNF1	0.0001005254	0.0302328925	0.0274542928
gAL01	NNF1	0.0001005254	0.0302328925	0.0274542928
NAL012W	NNF1	0.0001005254	0.0302328925	0.0274542928
NAL008C	NNF1	0.0001005254	0.0302328925	0.0274542928
NAL007W	NNF1	0.0001005254	0.0302328925	0.0274542928
MCM7	YCR016W	0.0001005479	0.0302381563	0.0274590728
IMG1	UBP9	0.000100555	0.0302387656	0.0274596261
NBR031C	UMP1	0.000100563	0.0302396602	0.0274604385
BOP2	ERG24	0.0001005783	0.0302427232	0.02746322
HST3	SGT1	0.0001006255	0.03025371	0.027473197
NBR034W	DSK2	0.00010063	0.03025371	0.027473197
NBR035W	DSK2	0.00010063	0.03025371	0.027473197
NBR031C	YSC83	0.0001006546	0.0302595941	0.0274785403
VAM3	YVC1	0.0001006977	0.0302710256	0.0274889212
NDI1	XDJ1	0.0001007243	0.0302774931	0.0274947944
gHR03	n2	0.0001007784	0.0302917461	0.0275077374
TAT1	NSA1	0.0001007818	0.0302917461	0.0275077374
SPO11	FIG2	0.0001008054	0.0302973085	0.0275127886
ROT2	NOP4	0.0001008257	0.0303018974	0.0275169557
NNL013C	HOM6	0.0001008338	0.0303028089	0.0275177834
NER037W	NTH1	0.0001008393	0.030302908	0.0275178735
FRE1	GPI15	0.0001008463	0.030302908	0.0275178735
YGL193C	YOR053W	0.0001008544	0.030302908	0.0275178735
IME4	YOR053W	0.0001008544	0.030302908	0.0275178735
VTA1	RRN5	0.0001008595	0.0303029263	0.02751789
UBP5	SSA4	0.0001008693	0.0303043646	0.0275191962
PHO3	NIS1	0.0001009448	0.0303255198	0.0275384071
KTR4	NOP8	0.0001009597	0.0303273349	0.0275400553
MCM7	CTS1	0.000100961	0.0303273349	0.0275400553
YBR032W	YMR160W	0.0001009709	0.0303285951	0.0275411998
YBR162W	URK1	0.0001009753	0.0303285951	0.0275411998
YAL037W	YDR056C	0.0001009808	0.0303287153	0.0275413088
EXO5	PRS3	0.0001010107	0.0303346601	0.0275467073
UBS1	PRS3	0.0001010107	0.0303346601	0.0275467073
URA5	CUP1-2	0.0001010395	0.0303414421	0.027552866
SPH1	SHE2	0.0001010434	0.0303414421	0.027552866
gML01	BAP2	0.0001010524	0.0303420441	0.0275534127
IRA1	NOP8	0.0001010556	0.0303420441	0.0275534127
YBR139W	TRF5	0.0001010812	0.0303482146	0.027559016
DOT6	ERD1	0.0001010953	0.0303489208	0.0275596573
EXO5	YAH1	0.0001010987	0.0303489208	0.0275596573
UBS1	YAH1	0.0001010987	0.0303489208	0.0275596573
SLI15	YCL045C	0.0001011338	0.030357937	0.0275678449
gEL02	SOD1	0.0001011745	0.0303686299	0.0275775551
SCO1	UFD4	0.0001011803	0.0303688267	0.0275777337
YPQ1	BEM4	0.0001012084	0.0303757608	0.0275840306
PCH2	YBL028C	0.0001012282	0.0303795921	0.0275875097
TYR1	YAH1	0.0001012336	0.0303795921	0.0275875097
STE50	IDP1	0.0001012364	0.0303795921	0.0275875097
RFC4	SIP2	0.000101255	0.0303836414	0.0275911869
YOR102W	SPP2	0.0001012831	0.030390556	0.027597466
MED2	n1	0.000101299	0.0303931941	0.0275998617
YLR053C	YLR057W	0.0001013021	0.0303931941	0.0275998617
NBR051C	PXR1	0.0001013267	0.0303990573	0.027605186
YAL064W	PRM7	0.0001013339	0.0303997122	0.0276057807
NMR029W	IMP1	0.0001013447	0.0304002772	0.0276062938
YBR225W	UTP22	0.0001013489	0.0304002772	0.0276062938
NNT1	PRE1	0.0001013599	0.0304002772	0.0276062938
CTS1	PRE1	0.0001013599	0.0304002772	0.0276062938
MPD2	YGR079W	0.0001013612	0.0304002772	0.0276062938
RPB5	NOC2	0.0001013684	0.0304009197	0.0276068772
YBR162W	UTP10	0.0001013779	0.030402242	0.027608078
RTC2	DYS1	0.0001014144	0.0304116702	0.0276166397
YBR162W	NCA3	0.0001014343	0.0304161021	0.0276206643
RRI2	GTT1	0.0001014691	0.0304232977	0.0276271986
ARK1	PRP38	0.0001014778	0.0304232977	0.0276271986
CFT2	YLR050C	0.0001014786	0.0304232977	0.0276271986
MSL5	YLR050C	0.0001014786	0.0304232977	0.0276271986
RPR1	SRB8	0.0001014896	0.0304250575	0.0276287966
NBR016C	MRI1	0.0001015385	0.0304368591	0.0276395136
NBR034W	KEL3	0.0001015442	0.0304368591	0.0276395136
NBR035W	KEL3	0.0001015442	0.0304368591	0.0276395136
MCM5	YKT6	0.000101555	0.0304385665	0.027641064
gBL04	SLA1	0.0001015757	0.030443266	0.0276453316
NHR001C	p1	0.0001015984	0.0304457287	0.0276475679
NBR034W	YSC83	0.0001015999	0.0304457287	0.0276475679
NBR035W	YSC83	0.0001015999	0.0304457287	0.0276475679
GRS1	DBP2	0.0001016043	0.0304457287	0.0276475679
NBR056W	SOL2	0.0001016138	0.0304470515	0.0276487692
NDC1	IMD2	0.0001016756	0.0304640542	0.0276642092
MCP2	ERG11	0.0001016915	0.0304672712	0.0276671306
YOL106W	n2	0.000101699	0.0304677192	0.0276675375
ECM7	PAU19	0.0001017031	0.0304677192	0.0276675375
NKL015C	YKL105C	0.0001017178	0.0304695953	0.0276692411
SUV3	BOI2	0.0001017196	0.0304695953	0.0276692411
NGL3	WAR1	0.0001017685	0.0304827369	0.0276811749
YFT2	ECM34	0.0001017839	0.0304858215	0.027683976
NDL016W	BSC1	0.0001018135	0.0304918807	0.0276894783
IMG1	YDR241W	0.0001018166	0.0304918807	0.0276894783
ECM31	DRS1	0.0001018194	0.0304918807	0.0276894783
CSH1	USO1	0.0001018564	0.0305014135	0.027698135
LEU2	PSF2	0.0001018986	0.0305125309	0.0277082306
YBR226C	TPP1	0.0001019218	0.030517956	0.0277131571
ILV6	ABD1	0.0001019764	0.0305327671	0.027726607
VHR1	YDL242W	0.0001019895	0.0305351828	0.0277288007
GPA2	PDH1	0.000101997	0.0305358949	0.0277294474
YCL026C	TOK1	0.0001020096	0.0305381483	0.0277314936
TIP1	IKI1	0.0001020261	0.0305415435	0.0277345767
NEJ1	YNG1	0.0001020414	0.030541556	0.0277345881
YLR269C	YDR274C	0.0001020441	0.030541556	0.0277345881
gCR02	YIL168W	0.0001020464	0.030541556	0.0277345881
YGR012W	YGL057C	0.0001020465	0.030541556	0.0277345881
NTC20	BSC2	0.0001020708	0.0305460005	0.0277386242
OM14	SIC1	0.0001020716	0.0305460005	0.0277386242
RIF2	ERG1	0.0001020926	0.030550777	0.0277429616
YBR162W	VTS1	0.0001021277	0.0305597361	0.0277510973
TYR1	TSR3	0.0001021383	0.0305605314	0.0277518196
gBR09	SSF2	0.0001021406	0.0305605314	0.0277518196
RBS1	YCL065W	0.0001021512	0.0305621825	0.0277533189
gER03	YNL217W	0.0001021634	0.0305639393	0.0277549143
KTR4	YFR017C	0.0001021673	0.0305639393	0.0277549143
YBR071W	YHR080C	0.0001021847	0.0305676364	0.0277582716
ECM31	GLN4	0.0001022558	0.0305873694	0.027776191
ECM31	YLR352W	0.0001022765	0.0305911026	0.0277795811
TCB3	HIS5	0.0001022897	0.0305911026	0.0277795811
COG8	HIS5	0.0001022897	0.0305911026	0.0277795811
YOR121C	ATP4	0.0001022934	0.0305911026	0.0277795811
TRM9	SPO20	0.0001022938	0.0305911026	0.0277795811
LEU2	YAL004W	0.0001023829	0.0306162151	0.0278023856
IRA2	TCB2	0.000102402	0.030619815	0.0278056546
YLR236C	RRP6	0.0001024089	0.030619815	0.0278056546
RGA1	QCR2	0.0001024103	0.030619815	0.0278056546
QDR2	PMP2	0.0001024185	0.0306207393	0.027806494
AGP2	SGD1	0.000102453	0.0306295253	0.0278144725
MET17	SMD2	0.0001024837	0.0306371737	0.0278214179
URA1	LOT5	0.0001025009	0.030640797	0.0278247083
BUD3	ERP6	0.0001025207	0.0306435634	0.0278272204
SPO11	AFR1	0.0001025255	0.0306435634	0.0278272204
NML013W	LSB6	0.0001025256	0.0306435634	0.0278272204
YGL226C	SIP2	0.0001025653	0.0306533239	0.0278360838
REX4	SKO1	0.0001025707	0.0306533239	0.0278360838
gOL02	PET54	0.0001025736	0.0306533239	0.0278360838
NNL035W	ACA1	0.0001025805	0.0306538743	0.0278365837
HAL9	NFU1	0.0001026134	0.0306621589	0.0278441069
BDF1	FMP46	0.0001026279	0.0306630767	0.0278449403
MPD2	ALR1	0.0001026296	0.0306630767	0.0278449403
YBR174C	SIC1	0.0001026318	0.0306630767	0.0278449403
RTC2	BCP1	0.0001026648	0.0306714127	0.0278525102
FAR3	SPO20	0.0001026847	0.0306737978	0.027854676
EXO5	YGR160W	0.0001026882	0.0306737978	0.027854676
UBS1	YGR160W	0.0001026882	0.0306737978	0.027854676
TYR1	YDL027C	0.0001027054	0.0306757288	0.0278564296
CCP1	TGL4	0.0001027056	0.0306757288	0.0278564296
RCY1	THI12	0.00010271	0.0306757288	0.0278564296
YPQ1	NFU1	0.0001027614	0.0306895483	0.0278689789
NNL005C	ESC1	0.0001027737	0.030691687	0.0278709211
MCM5	NAT3	0.0001028061	0.0306998298	0.0278783155
VPS63	ERV29	0.0001028162	0.0307013183	0.0278796672
TRM10	YKR018C	0.0001028237	0.0307017819	0.0278800882
SDS22	PEX1	0.000102828	0.0307017819	0.0278800882
YLR232W	YMR057C	0.0001028529	0.0307076791	0.0278854434
YJL163C	TOP1	0.0001028647	0.0307096799	0.0278872604
BUD3	EPT1	0.0001028817	0.0307132167	0.0278904721
IST2	p2	0.0001029309	0.0307254401	0.0279015721
gBR07	YFR017C	0.0001029357	0.0307254401	0.0279015721
YLR281C	NDE1	0.0001029432	0.0307254401	0.0279015721
YLR282C	NDE1	0.0001029432	0.0307254401	0.0279015721
IES3	YLR057W	0.0001030447	0.0307542175	0.0279277046
gJL02	CCR4	0.0001030528	0.0307550836	0.0279284911
SNR31	MPC54	0.0001030629	0.0307565826	0.0279298524
REX4	GAL11	0.0001030992	0.0307658794	0.0279382947
DOT6	TAT1	0.0001031279	0.030771705	0.0279435849
NBR031C	KEL3	0.000103129	0.030771705	0.0279435849
TYR1	BSC2	0.0001031456	0.030774628	0.0279462393
RIM2	YMR291W	0.0001031491	0.030774628	0.0279462393
YKL102C	YKL105C	0.0001031615	0.0307767921	0.0279482045
HEM1	YGR021W	0.0001031783	0.0307802801	0.0279513719
RTC2	UTP8	0.0001031989	0.0307848833	0.0279555521
gBR08	UTP30	0.0001032195	0.0307894834	0.0279597294
MED8	DFM1	0.0001032942	0.030808854	0.0279773197
MMF1	SSY5	0.0001032965	0.030808854	0.0279773197
VPS9	YHR162W	0.0001032999	0.030808854	0.0279773197
BOP2	YNL017C	0.0001033234	0.0308140009	0.0279819936
OCA5	YAP3	0.000103346	0.0308140009	0.0279819936
NLR116W	YIR024C	0.0001033487	0.0308140009	0.0279819936
NDE2	PRM7	0.0001033584	0.0308140009	0.0279819936
NBR056W	RNT1	0.0001033619	0.0308140009	0.0279819936
YLR235C	YPR150W	0.0001033621	0.0308140009	0.0279819936
EXO5	YIL091C	0.0001033636	0.0308140009	0.0279819936
UBS1	YIL091C	0.0001033636	0.0308140009	0.0279819936
YPL035C	BOI2	0.0001033669	0.0308140009	0.0279819936
YBR225W	RNH70	0.0001033686	0.0308140009	0.0279819936
YLR326W	YFL067W	0.0001033863	0.0308177643	0.0279854111
RIM2	CGR1	0.0001033963	0.0308192009	0.0279867157
VPS9	ZRT1	0.00010341	0.0308217353	0.0279890171
YBR225W	KIN4	0.0001034205	0.0308232727	0.0279904132
gOR07	MPC54	0.0001034254	0.0308232727	0.0279904132
HEM1	n1	0.0001034586	0.0308303665	0.0279968551
MCM5	ERG11	0.0001034595	0.0308303665	0.0279968551
TAT1	PRS5	0.0001034732	0.0308310444	0.0279974706
YPS3	RNR3	0.0001034772	0.0308310444	0.0279974706
SAM1	RRN5	0.0001034772	0.0308310444	0.0279974706
PRM8	ALE1	0.0001034958	0.0308350371	0.0280010964
POL3	YDL086W	0.0001035176	0.0308400044	0.0280056071
EXO5	NOG2	0.0001035454	0.0308452065	0.0280103312
UBS1	NOG2	0.0001035454	0.0308452065	0.0280103312
NBR034W	YCL046W	0.0001035727	0.0308502678	0.0280149273
NBR035W	YCL046W	0.0001035727	0.0308502678	0.0280149273
TAD2	ZRT2	0.0001035897	0.0308537306	0.0280180719
NBR043C	CUE4	0.0001035946	0.0308537306	0.0280180719
NBR038W	SNA4	0.0001036186	0.0308593477	0.0280231727
NBR056W	USO1	0.0001036971	0.0308799856	0.0280419139
NGL041C	BUD20	0.0001036982	0.0308799856	0.0280419139
YBR137W	PMA2	0.0001037096	0.0308810106	0.0280428446
YML013C	UBX2	0.000103712	0.0308810106	0.0280428446
YCL026C	YLR132C	0.0001037203	0.0308819357	0.0280436847
SLI15	YGR160W	0.0001037393	0.0308860523	0.028047423
SRF1	YFH1	0.0001037499	0.0308876836	0.0280489044
YLR444C	YLR444C	0.0001038058	0.0309027845	0.0280626174
AXL2	YIL166C	0.0001038485	0.030913039	0.0280719294
NBR031C	ISF1	0.0001038505	0.030913039	0.0280719294
MCP2	SUR2	0.0001038557	0.0309130406	0.0280719309
BOP2	COS12	0.000103881	0.0309190272	0.0280773673
YLR311C	SPP2	0.0001039156	0.0309276469	0.0280851948
CHK1	YBR271W	0.0001039203	0.0309276469	0.0280851948
YCL022C	SCL1	0.0001039297	0.0309289136	0.028086345
TYR1	NOG2	0.0001039397	0.0309303562	0.0280876551
LCL1	IRC7	0.0001039737	0.0309389288	0.0280954398
YGR051C	PTC5	0.0001039857	0.0309397116	0.0280961507
YNL046W	NAM7	0.0001039867	0.0309397116	0.0280961507
YBR174C	SNA2	0.0001039921	0.0309397986	0.0280962296
SCO1	GNT1	0.0001040053	0.0309421913	0.0280984024
TRM7	RFC5	0.0001040325	0.0309487462	0.0281043549
MET17	ERG24	0.0001040401	0.030949471	0.0281050131
SST2	YNL338W	0.0001040908	0.0309619114	0.0281163102
YLR236C	FOL3	0.0001040963	0.0309619114	0.0281163102
RTC2	ERG4	0.0001040975	0.0309619114	0.0281163102
MED8	KAP122	0.0001041144	0.0309640508	0.0281182529
SSY5	ATG27	0.0001041229	0.0309640508	0.0281182529
CEP3	YMR151W	0.0001041289	0.0309640508	0.0281182529
EXO5	HRP1	0.0001041305	0.0309640508	0.0281182529
UBS1	HRP1	0.0001041305	0.0309640508	0.0281182529
MED8	MRD1	0.0001041423	0.0309651259	0.0281192292
YVH1	MUC1	0.0001041445	0.0309651259	0.0281192292
CDC73	ALA1	0.0001041497	0.0309651493	0.0281192505
ARK1	MRPL7	0.0001042209	0.0309847646	0.028137063
NBR041W	GLN4	0.0001042894	0.03100359	0.0281541582
RAD4	YLL065W	0.0001043608	0.0310231728	0.0281719412
NLR136W	FMP40	0.0001043656	0.0310231728	0.0281719412
FPR4	YNL338W	0.0001043727	0.0310237256	0.0281724432
YRO2	DED81	0.000104384	0.0310255588	0.0281741079
MLF3	LSB5	0.0001043954	0.0310274094	0.0281757884
NML007W	CPR3	0.0001044007	0.0310274338	0.0281758106
MLF3	NMA111	0.0001044354	0.031036218	0.0281837874
ARK1	FMC1	0.0001044614	0.031042387	0.0281893895
TFC8	SEC7	0.0001044832	0.0310473298	0.028193878
gOL02	TYS1	0.0001045251	0.031058227	0.0282037737
PEX11	SWA2	0.000104532	0.0310587617	0.0282042593
NTC20	SSK1	0.0001045746	0.0310698663	0.0282143432
PHO81	SOL4	0.0001046048	0.0310772983	0.0282210922
PEX32	JLP2	0.0001046214	0.0310806749	0.0282241585
YLR257W	KAR2	0.0001046549	0.0310890846	0.0282317952
NGR058C	HSP26	0.0001046716	0.0310925138	0.0282349093
