Interactor (sys)	Interactor (std)	Function
YOR133W	EFT1	ribosome/translation
YOR134W	BAG7	protein folding/protein glycosylation/cell wall biogenesis&integrity;cell polarity/morphogenesis
YOR135C	IRC14	metabolism/mitochondria;amino acid biosynth&transport/nitrogen utilization
YOR136W	IDH2	metabolism/mitochondria
YOR137C	SIA1	drug/ion transport
YOR138C	RUP1	unknown
YOR139C	YOR139C	unknown
YOR140W	SFL1	signaling/stress response;chromatin/transcription
YOR142W	LSC1	metabolism/mitochondria
YOR144C	ELG1	DNA replication/repair/HR/cohesion
YOR152C	YOR152C	unknown
YOR153W	PDR5	drug/ion transport
YOR154W	SLP1	unknown
YOR155C	ISN1	metabolism/mitochondria
YOR156C	NFI1	unknown
YOR161C	PNS1	drug/ion transport
YOR162C	YRR1	drug/ion transport;chromatin/transcription
YOR163W	DDP1	metabolism/mitochondria
YOR164C	GET4	unknown
YOR165W	SEY1	unknown
YOR166C	SWT1	unknown
YOR167C	RPS28A	ribosome/translation
YOR170W	YOR170W	unknown
YOR171C	LCB4	lipid/sterol/fatty acid biosynth
YOR172W	YRM1	drug/ion transport;chromatin/transcription
YOR173W	DCS2	unknown
YOR175C	ALE1	lipid/sterol/fatty acid biosynth
YOR177C	MPC54	G1/S and G2/M cell cycle progression/meiosis;chromosome segregation/kinetochore/spindle/microtubule
YOR178C	GAC1	signaling/stress response
YOR179C	SYC1	RNA processing
YOR180C	DCI1	metabolism/mitochondria
YOR182C	RPS30B	ribosome/translation
YOR183W	FYV12	unknown
YOR184W	SER1	amino acid biosynth&transport/nitrogen utilization
YOR185C	GSP2	nuclear-cytoplasic transport;RNA processing
YOR186W	YOR186W	unknown
YOR188W	MSB1	protein folding/protein glycosylation/cell wall biogenesis&integrity
YOR189W	IES4	chromatin/transcription
YOR190W	SPR1	protein folding/protein glycosylation/cell wall biogenesis&integrity;G1/S and G2/M cell cycle progression/meiosis
YOR191W	ULS1	unknown
YOR192C	THI72	drug/ion transport
YOR195W	SLK19	chromosome segregation/kinetochore/spindle/microtubule
YOR196C	LIP5	metabolism/mitochondria
YOR197W	MCA1	unknown
YOR204W_damp	DED1_damp	ribosome/translation;RNA processing
YOR204W_tsq561	ded1-95	ribosome/translation;RNA processing
YOR208W	PTP2	protein folding/protein glycosylation/cell wall biogenesis&integrity;cell polarity/morphogenesis;metabolism/mitochondria;signaling/stress response
YOR209C	NPT1	cell polarity/morphogenesis;chromatin/transcription
YOR211C	MGM1	metabolism/mitochondria
YOR213C	SAS5	chromatin/transcription
YOR214C	YOR214C	unknown
YOR215C	AIM41	unknown
YOR216C	RUD3	ER<->Golgi traffic
YOR219C	STE13	cell polarity/morphogenesis;signaling/stress response
YOR220W	RCN2	unknown
YOR221C	MCT1	metabolism/mitochondria
YOR222W	ODC2	drug/ion transport
YOR223W	YOR223W	unknown
YOR225W	YOR225W	unknown
YOR226C	ISU2	drug/ion transport
YOR227W	HER1	unknown
YOR228C	YOR228C	unknown
YOR229W	WTM2	DNA replication/repair/HR/cohesion
YOR230W	WTM1	chromatin/transcription;DNA replication/repair/HR/cohesion
YOR231W	MKK1	protein folding/protein glycosylation/cell wall biogenesis&integrity
YOR232W_tsq505	mge1-100	metabolism/mitochondria
YOR233W	KIN4	chromosome segregation/kinetochore/spindle/microtubule
YOR235W	IRC13	unknown
YOR236W_damp	DFR1_damp	metabolism/mitochondria;DNA replication/repair/HR/cohesion
YOR237W	HES1	cell polarity/morphogenesis;lipid/sterol/fatty acid biosynth
YOR238W	YOR238W	unknown
YOR239W	ABP140	cell polarity/morphogenesis
YOR240W	YOR240W	unknown
YOR242C	SSP2	lipid/sterol/fatty acid biosynth
YOR243C	PUS7	ribosome/translation;RNA processing
YOR244W_tsq560	esa1-L254P	chromatin/transcription
YOR245C	DGA1	lipid/sterol/fatty acid biosynth
YOR246C	YOR246C	lipid/sterol/fatty acid biosynth
YOR247W	SRL1	protein folding/protein glycosylation/cell wall biogenesis&integrity
YOR248W	YOR248W	protein folding/protein glycosylation/cell wall biogenesis&integrity
YOR249C_tsq746	apc5-CA	chromosome segregation/kinetochore/spindle/microtubule
YOR250C_damp	CLP1_damp	RNA processing
YOR251C	TUM1	unknown
YOR252W	TMA16	unknown
YOR253W	NAT5	unknown
YOR254C_tsq231	sec63-1	protein folding/protein glycosylation/cell wall biogenesis&integrity
YOR255W	OSW1	protein folding/protein glycosylation/cell wall biogenesis&integrity;G1/S and G2/M cell cycle progression/meiosis
YOR259C_tsq260	rpt4-150	protein degradation/proteosome
YOR263C	YOR263C	unknown
YOR264W	DSE3	unknown
YOR265W	RBL2	chromosome segregation/kinetochore/spindle/microtubule
YOR266W	PNT1	metabolism/mitochondria
YOR267C	HRK1	drug/ion transport;metabolism/mitochondria
YOR268C	YOR268C	unknown
YOR269W	PAC1	chromosome segregation/kinetochore/spindle/microtubule
YOR270C	VPH1	Golgi/endosome/vacuole/sorting
YOR271C	FSF1	unknown
YOR273C	TPO4	drug/ion transport
YOR274W	MOD5	ribosome/translation
YOR275C	RIM20	Golgi/endosome/vacuole/sorting
YOR276W	CAF20	ribosome/translation
YOR277C	YOR277C	unknown
YOR279C	RFM1	chromatin/transcription
YOR280C	FSH3	metabolism/mitochondria
YOR283W	YOR283W	unknown
YOR284W	HUA2	unknown
YOR285W	YOR285W	unknown
YOR286W	AIM42	unknown
YOR288C	MPD1	unknown
YOR289W	YOR289W	unknown
YOR290C_damp	SNF2_damp	chromatin/transcription
YOR291W	YPK9	unknown
YOR292C	YOR292C	unknown
YOR293W	RPS10A	ribosome/translation
YOR296W	YOR296W	unknown
YOR298C-A	MBF1	metabolism/mitochondria;chromatin/transcription
YOR298W	MUM3	G1/S and G2/M cell cycle progression/meiosis
YOR299W	BUD7	protein folding/protein glycosylation/cell wall biogenesis&integrity;Golgi/endosome/vacuole/sorting
YOR300W	YOR300W	unknown
YOR301W	RAX1	cell polarity/morphogenesis
YOR304C-A	YOR304C-A	unknown
YOR304W	ISW2	chromatin/transcription
YOR306C	MCH5	drug/ion transport
YOR307C	SLY41	ER<->Golgi traffic
YOR308C	SNU66	RNA processing
YOR309C	YOR309C	ribosome/translation;RNA processing
YOR310C_damp	NOP58_damp	ribosome/translation
YOR311C	DGK1	lipid/sterol/fatty acid biosynth
YOR313C	SPS4	G1/S and G2/M cell cycle progression/meiosis
YOR314W	YOR314W	unknown
YOR315W	SFG1	unknown
YOR316C	COT1	drug/ion transport
YOR317W	FAA1	lipid/sterol/fatty acid biosynth
YOR318C	YOR318C	unknown
YOR320C	GNT1	protein folding/protein glycosylation/cell wall biogenesis&integrity
YOR321W	PMT3	drug/ion transport
YOR322C	LDB19	Golgi/endosome/vacuole/sorting
YOR324C	FRT1	unknown
YOR325W	YOR325W	unknown
YOR326W_tsq337	myo2-16	cell polarity/morphogenesis
YOR327C	SNC2	Golgi/endosome/vacuole/sorting
YOR328W	PDR10	drug/ion transport
YOR329C_damp	SCD5_damp	cell polarity/morphogenesis;Golgi/endosome/vacuole/sorting
YOR333C	YOR333C	unknown
YOR334W	MRS2	drug/ion transport;metabolism/mitochondria
YOR335C_tsq908	ala1-1	ribosome/translation
YOR336W_tsq139	kre5-ts2	protein folding/protein glycosylation/cell wall biogenesis&integrity
YOR337W	TEA1	chromatin/transcription
YOR338W	YOR338W	unknown
YOR339C	UBC11	unknown
YOR342C	YOR342C	unknown
YOR343C	YOR343C	unknown
YOR344C	TYE7	metabolism/mitochondria
YOR345C	YOR345C	unknown
YOR346W	REV1	DNA replication/repair/HR/cohesion
YOR347C	PYK2	metabolism/mitochondria
YOR348C	PUT4	drug/ion transport;metabolism/mitochondria
YOR349W	CIN1	chromosome segregation/kinetochore/spindle/microtubule
YOR350C	MNE1	unknown
YOR351C	MEK1	G1/S and G2/M cell cycle progression/meiosis;DNA replication/repair/HR/cohesion
YOR352W	YOR352W	unknown
YOR354C	MSC6	unknown
YOR355W	GDS1	unknown
YOR356W	YOR356W	metabolism/mitochondria
YOR357C	SNX3	Golgi/endosome/vacuole/sorting
YOR358W	HAP5	metabolism/mitochondria;chromatin/transcription
YOR359W	VTS1	unknown
YOR360C	PDE2	signaling/stress response
YOR361C_tsq30	prt1-1	ribosome/translation
YOR363C	PIP2	metabolism/mitochondria;chromatin/transcription
YOR364W	YOR364W	unknown
YOR365C	YOR365C	unknown
YOR366W	YOR366W	unknown
YOR367W	SCP1	cell polarity/morphogenesis
YOR368W	RAD17	DNA replication/repair/HR/cohesion
YOR371C	GPB1	signaling/stress response
YOR374W	ALD4	metabolism/mitochondria
YOR375C	GDH1	metabolism/mitochondria;amino acid biosynth&transport/nitrogen utilization
YOR376W	YOR376W	unknown
YOR377W	ATF1	metabolism/mitochondria;lipid/sterol/fatty acid biosynth
YOR378W	YOR378W	unknown
YOR379C	YOR379C	unknown
YOR380W	RDR1	drug/ion transport;chromatin/transcription
YOR381W	FRE3	drug/ion transport;metabolism/mitochondria
YOR382W	FIT2	protein folding/protein glycosylation/cell wall biogenesis&integrity
YOR383C	FIT3	drug/ion transport
YOR384W	FRE5	drug/ion transport;metabolism/mitochondria
YOR385W	YOR385W	unknown
YOR386W	PHR1	DNA replication/repair/HR/cohesion
YOR390W	YOR390W	unknown
YOR393W	ERR1	unknown
YPL001W	HAT1	chromatin/transcription
YPL002C	SNF8	Golgi/endosome/vacuole/sorting
YPL003W	ULA1	protein degradation/proteosome
YPL004C	LSP1	cell polarity/morphogenesis
YPL006W	NCR1	lipid/sterol/fatty acid biosynth
YPL008W	CHL1	DNA replication/repair/HR/cohesion
YPL009C	YPL009C	unknown
YPL010W_tsq689	ret3-1	ER<->Golgi traffic
YPL014W	YPL014W	unknown
YPL015C	HST2	chromatin/transcription
YPL017C	IRC15	chromosome segregation/kinetochore/spindle/microtubule
YPL018W	CTF19	chromosome segregation/kinetochore/spindle/microtubule
YPL019C	VTC3	Golgi/endosome/vacuole/sorting
YPL020C_tsq566	ulp1-333	unknown;G1/S and G2/M cell cycle progression/meiosis
YPL021W	ECM23	unknown
YPL022W	RAD1	DNA replication/repair/HR/cohesion
YPL023C	MET12	metabolism/mitochondria
YPL025C	YPL025C	unknown
YPL026C	SKS1	metabolism/mitochondria;signaling/stress response
YPL027W	SMA1	G1/S and G2/M cell cycle progression/meiosis
YPL028W_tsq531	erg10-1	lipid/sterol/fatty acid biosynth
YPL029W	SUV3	metabolism/mitochondria;ribosome/translation;RNA processing
YPL030W	TRM44	unknown
YPL032C	SVL3	cell polarity/morphogenesis
YPL033C	SRL4	G1/S and G2/M cell cycle progression/meiosis
YPL034W	YPL034W	unknown
YPL035C	YPL035C	unknown
YPL036W	PMA2	drug/ion transport
YPL037C	EGD1	unknown
YPL038W	MET31	metabolism/mitochondria;chromatin/transcription
YPL039W	YPL039W	unknown
YPL041C	YPL041C	unknown
YPL045W	VPS16	Golgi/endosome/vacuole/sorting
YPL046C	ELC1	chromatin/transcription;protein degradation/proteosome
YPL047W	SGF11	chromatin/transcription
YPL048W	CAM1	signaling/stress response;chromatin/transcription
YPL051W	ARL3	Golgi/endosome/vacuole/sorting
YPL052W	OAZ1	metabolism/mitochondria
YPL053C	KTR6	protein folding/protein glycosylation/cell wall biogenesis&integrity
YPL054W	LEE1	unknown
YPL055C	LGE1	chromatin/transcription
YPL056C	YPL056C	unknown
YPL057C	SUR1	cell polarity/morphogenesis
YPL058C	PDR12	drug/ion transport
YPL060W	LPE10	drug/ion transport;metabolism/mitochondria
YPL061W	ALD6	metabolism/mitochondria
YPL062W	YPL062W	unknown
YPL064C	CWC27	RNA processing
YPL065W	VPS28	Golgi/endosome/vacuole/sorting
YPL066W	YPL066W	unknown
YPL067C	YPL067C	unknown
YPL068C	YPL068C	unknown
YPL069C	BTS1	Golgi/endosome/vacuole/sorting
YPL070W	MUK1	unknown
YPL071C	YPL071C	unknown
YPL072W	UBP16	unknown
YPL073C	YPL073C	unknown
YPL074W	YTA6	unknown
YPL078C_damp	ATP4_damp	metabolism/mitochondria
YPL079W	RPL21B	ribosome/translation
YPL080C	YPL080C	unknown
YPL081W	RPS9A	ribosome/translation
YPL085W_tsq119	sec16-2	ER<->Golgi traffic
YPL086C	ELP3	ribosome/translation
YPL087W	YDC1	metabolism/mitochondria;lipid/sterol/fatty acid biosynth
YPL088W	YPL088W	metabolism/mitochondria
YPL089C	RLM1	protein folding/protein glycosylation/cell wall biogenesis&integrity
YPL090C	RPS6A	ribosome/translation
YPL091W	GLR1	metabolism/mitochondria
YPL092W	SSU1	drug/ion transport
YPL095C	EEB1	metabolism/mitochondria
YPL096C-A	ERI1	protein folding/protein glycosylation/cell wall biogenesis&integrity
YPL096W	PNG1	protein folding/protein glycosylation/cell wall biogenesis&integrity
YPL098C	MGR2	unknown
YPL099C	AIM43	unknown
YPL100W	ATG21	Golgi/endosome/vacuole/sorting
YPL101W	ELP4	ribosome/translation
YPL102C	YPL102C	ribosome/translation
YPL103C	FMP30	unknown
YPL104W	MSD1	metabolism/mitochondria;ribosome/translation
YPL105C	SYH1	unknown
YPL106C	SSE1	unknown
YPL107W	YPL107W	unknown
YPL108W	YPL108W	unknown
YPL109C	YPL109C	unknown
YPL110C	GDE1	metabolism/mitochondria
YPL111W	CAR1	drug/ion transport;metabolism/mitochondria
YPL113C	YPL113C	unknown
YPL114W	YPL114W	unknown
YPL115C	BEM3	cell polarity/morphogenesis
YPL116W	HOS3	chromatin/transcription
YPL119C	DBP1	ribosome/translation;RNA processing
YPL120W	VPS30	Golgi/endosome/vacuole/sorting
YPL121C	MEI5	G1/S and G2/M cell cycle progression/meiosis;DNA replication/repair/HR/cohesion
YPL123C	RNY1	RNA processing
YPL127C	HHO1	chromatin/transcription
YPL130W	SPO19	unknown
YPL133C	RDS2	signaling/stress response;chromatin/transcription
YPL134C	ODC1	metabolism/mitochondria
YPL135W	ISU1	drug/ion transport;metabolism/mitochondria
YPL136W	YPL136W	unknown
YPL137C	GIP3	chromosome segregation/kinetochore/spindle/microtubule
YPL138C	SPP1	chromatin/transcription
YPL139C	UME1	chromatin/transcription
YPL140C	MKK2	protein folding/protein glycosylation/cell wall biogenesis&integrity
YPL141C	YPL141C	unknown
YPL144W	POC4	protein degradation/proteosome
YPL145C	KES1	lipid/sterol/fatty acid biosynth
YPL147W	PXA1	drug/ion transport;metabolism/mitochondria
YPL148C	PPT2	unknown
YPL150W	YPL150W	unknown
YPL152W	RRD2	signaling/stress response
YPL154C	PEP4	Golgi/endosome/vacuole/sorting
YPL155C	KIP2	chromosome segregation/kinetochore/spindle/microtubule
YPL156C	PRM4	unknown
YPL157W	TGS1	RNA processing
YPL158C	AIM44	unknown
YPL159C	PET20	metabolism/mitochondria
YPL160W_tsq914	cdc60-ts	ribosome/translation
YPL161C	BEM4	cell polarity/morphogenesis
YPL162C	YPL162C	unknown
YPL163C	SVS1	unknown
YPL164C	MLH3	DNA replication/repair/HR/cohesion
YPL165C	SET6	unknown
YPL167C	REV3	DNA replication/repair/HR/cohesion
YPL168W	YPL168W	unknown
YPL169C_tsq816	mex67-ts5	nuclear-cytoplasic transport;RNA processing
YPL170W	DAP1	lipid/sterol/fatty acid biosynth
YPL171C	OYE3	metabolism/mitochondria;lipid/sterol/fatty acid biosynth
YPL172C	COX10	metabolism/mitochondria
YPL174C	NIP100	chromosome segregation/kinetochore/spindle/microtubule
YPL176C	TRE1	drug/ion transport
YPL177C	CUP9	drug/ion transport;metabolism/mitochondria
YPL178W	CBC2	RNA processing
YPL179W	PPQ1	unknown
YPL180W	TCO89	amino acid biosynth&transport/nitrogen utilization
YPL181W	CTI6	chromatin/transcription
YPL182C	YPL182C	unknown
YPL183C	RTT10	unknown
YPL183W-A	RTC6	ribosome/translation
YPL184C	MRN1	unknown
YPL185W	YPL185W	unknown
YPL186C	UIP4	unknown
YPL187W	MF(ALPHA)1	cell polarity/morphogenesis;signaling/stress response
YPL189W	GUP2	drug/ion transport;metabolism/mitochondria
YPL191C	YPL191C	unknown
YPL192C	PRM3	protein folding/protein glycosylation/cell wall biogenesis&integrity;cell polarity/morphogenesis;signaling/stress response;chromosome segregation/kinetochore/spindle/microtubule
YPL194W	DDC1	DNA replication/repair/HR/cohesion
YPL195W	APL5	Golgi/endosome/vacuole/sorting
YPL196W	OXR1	metabolism/mitochondria
YPL197C	YPL197C	unknown
YPL198W	RPL7B	ribosome/translation
YPL199C	YPL199C	unknown
YPL200W	CSM4	G1/S and G2/M cell cycle progression/meiosis;chromosome segregation/kinetochore/spindle/microtubule
YPL201C	YIG1	metabolism/mitochondria
YPL202C	AFT2	drug/ion transport;chromatin/transcription
YPL203W	TPK2	signaling/stress response
YPL204W_damp	HRR25_damp	chromosome segregation/kinetochore/spindle/microtubule
YPL205C	YPL205C	unknown
YPL206C	PGC1	lipid/sterol/fatty acid biosynth
YPL207W	TYW1	ribosome/translation
YPL208W	RKM1	ribosome/translation
YPL211W_tsq114	nip7-1	ribosome/translation
YPL212C	PUS1	ribosome/translation
YPL213W	LEA1	RNA processing
YPL214C	THI6	metabolism/mitochondria
YPL216W	YPL216W	unknown
YPL217C_tsq678	bms1-1	ribosome/translation
YPL219W	PCL8	metabolism/mitochondria;signaling/stress response
YPL220W	RPL1A	ribosome/translation
YPL221W	FLC1	unknown
YPL222W	FMP40	unknown
YPL223C	GRE1	unknown
YPL224C	MMT2	drug/ion transport;metabolism/mitochondria
YPL225W	YPL225W	unknown
YPL226W	NEW1	unknown
YPL227C	ALG5	protein folding/protein glycosylation/cell wall biogenesis&integrity
YPL228W_tsq420	cet1-15	RNA processing
YPL229W	YPL229W	unknown
YPL230W	USV1	signaling/stress response;chromatin/transcription
YPL231W_damp	FAS2_damp	metabolism/mitochondria;lipid/sterol/fatty acid biosynth
YPL232W	SSO1	Golgi/endosome/vacuole/sorting
YPL233W_tsq450	nsl1-5	chromosome segregation/kinetochore/spindle/microtubule
YPL235W_damp	RVB2_damp	ribosome/translation;RNA processing
YPL236C	ENV7	unknown
YPL239W	YAR1	unknown
YPL240C	HSP82	unknown
YPL241C	CIN2	chromosome segregation/kinetochore/spindle/microtubule
YPL244C	HUT1	unknown
YPL245W	YPL245W	unknown
YPL246C	RBD2	unknown
YPL247C	YPL247C	unknown
YPL248C	GAL4	metabolism/mitochondria;chromatin/transcription
YPL249C	GYP5	ER<->Golgi traffic
YPL250C	ICY2	unknown
YPL253C	VIK1	chromosome segregation/kinetochore/spindle/microtubule
YPL256C	CLN2	G1/S and G2/M cell cycle progression/meiosis;signaling/stress response
YPL257W	YPL257W	unknown
YPL258C	THI21	metabolism/mitochondria
YPL259C	APM1	cell polarity/morphogenesis
YPL260W	YPL260W	unknown
YPL261C	YPL261C	unknown
YPL262W	FUM1	metabolism/mitochondria
YPL263C	KEL3	unknown
YPL264C	YPL264C	unknown
YPL265W	DIP5	amino acid biosynth&transport/nitrogen utilization
YPL266W_damp	DIM1_damp	ribosome/translation;RNA processing
YPL267W	ACM1	protein degradation/proteosome;chromosome segregation/kinetochore/spindle/microtubule
YPL269W	KAR9	chromosome segregation/kinetochore/spindle/microtubule
YPL270W	MDL2	drug/ion transport;metabolism/mitochondria
YPL272C	YPL272C	unknown
YPL273W	SAM4	metabolism/mitochondria
YPL274W	SAM3	metabolism/mitochondria
YPR001W	CIT3	metabolism/mitochondria
YPR002W	PDH1	metabolism/mitochondria
YPR003C	YPR003C	drug/ion transport
YPR004C	AIM45	unknown
YPR005C	HAL1	drug/ion transport;metabolism/mitochondria
YPR006C	ICL2	metabolism/mitochondria
YPR007C	REC8	G1/S and G2/M cell cycle progression/meiosis
YPR008W	HAA1	chromatin/transcription
YPR009W	SUT2	unknown
YPR011C	YPR011C	drug/ion transport;metabolism/mitochondria
YPR012W	YPR012W	unknown
YPR013C	CMR3	unknown
YPR014C	YPR014C	unknown
YPR015C	YPR015C	unknown
YPR017C	DSS4	Golgi/endosome/vacuole/sorting
YPR018W	RLF2	chromatin/transcription
YPR020W	ATP20	metabolism/mitochondria
YPR021C	AGC1	drug/ion transport;metabolism/mitochondria
YPR022C	YPR022C	unknown
YPR023C	EAF3	chromatin/transcription
YPR024W	YME1	metabolism/mitochondria
YPR026W	ATH1	protein folding/protein glycosylation/cell wall biogenesis&integrity;metabolism/mitochondria
YPR027C	YPR027C	unknown
YPR028W	YOP1	Golgi/endosome/vacuole/sorting
YPR029C	APL4	cell polarity/morphogenesis
YPR030W	CSR2	protein folding/protein glycosylation/cell wall biogenesis&integrity;cell polarity/morphogenesis
YPR031W	NTO1	chromatin/transcription
YPR032W	SRO7	Golgi/endosome/vacuole/sorting
YPR036W	VMA13	Golgi/endosome/vacuole/sorting
YPR037C	ERV2	ER<->Golgi traffic
YPR038W	IRC16	unknown
YPR039W	YPR039W	unknown
YPR040W	TIP41	signaling/stress response
YPR041W_damp	TIF5_damp	ribosome/translation;RNA processing
YPR042C	PUF2	unknown
YPR043W	RPL43A	ribosome/translation
YPR044C	OPI11	unknown
YPR045C	YPR045C	unknown
YPR046W	MCM16	chromosome segregation/kinetochore/spindle/microtubule
YPR050C	YPR050C	unknown
YPR051W	MAK3	unknown
YPR052C	NHP6A	chromatin/transcription
YPR053C	YPR053C	unknown
YPR054W	SMK1	G1/S and G2/M cell cycle progression/meiosis
YPR057W	BRR1	RNA processing
YPR058W	YMC1	drug/ion transport;metabolism/mitochondria
YPR059C	YPR059C	unknown
YPR060C	ARO7	amino acid biosynth&transport/nitrogen utilization
YPR061C	JID1	protein folding/protein glycosylation/cell wall biogenesis&integrity;protein degradation/proteosome
YPR062W	FCY1	metabolism/mitochondria
YPR063C	YPR063C	lipid/sterol/fatty acid biosynth
YPR064W	YPR064W	unknown
YPR065W	ROX1	chromatin/transcription
YPR066W	UBA3	protein degradation/proteosome
YPR068C	HOS1	chromatin/transcription
YPR069C	SPE3	metabolism/mitochondria
YPR070W	MED1	chromatin/transcription
YPR071W	YPR071W	unknown
YPR073C	LTP1	unknown
YPR074C	TKL1	metabolism/mitochondria
YPR075C	OPY2	protein folding/protein glycosylation/cell wall biogenesis&integrity;cell polarity/morphogenesis;metabolism/mitochondria;signaling/stress response
YPR076W	YPR076W	unknown
YPR077C	YPR077C	unknown
YPR078C	YPR078C	unknown
YPR079W	MRL1	Golgi/endosome/vacuole/sorting
YPR083W	MDM36	metabolism/mitochondria
YPR084W	YPR084W	unknown
YPR089W	YPR089W	unknown
YPR090W	YPR090W	unknown
YPR091C	YPR091C	unknown
YPR092W	YPR092W	unknown
YPR093C	ASR1	metabolism/mitochondria;signaling/stress response;chromatin/transcription
YPR095C	SYT1	Golgi/endosome/vacuole/sorting
YPR096C	YPR096C	unknown
YPR097W	YPR097W	unknown
YPR098C	YPR098C	unknown
YPR101W	SNT309	RNA processing
YPR106W	ISR1	unknown
YPR109W	YPR109W	unknown
YPR111W	DBF20	chromosome segregation/kinetochore/spindle/microtubule
